"","player","tm","game_id","pa.yds","pa.tds","pa.int","ru.yds","ru.tds","ru.lst","re.yds","re.tds","re.cat"
"1701","A.Tate","CIN","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,14,0,1
"1702","A.Wilson","MIA","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,14,0,2
"1703","Am.Rodgers","GB","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,14,0,1
"1704","B.Jarwin","DAL","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,14,0,2
"1705","C.Evans","CIN","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,14,0,1
"1706","C.Moore","HOU","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,14,0,4
"1707","C.Sutton","DEN","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,14,0,1
"1708","D.Felton","CLE","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,14,0,2
"1709","D.Peoples-Jones","CLE","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,14,0,1
"1710","J.Jennings","SF","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,14,0,1
"1711","J.McKinnon","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,14,0,1
"1712","J.Smith","NE","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,14,1,3
"1713","K.Osborn","MIN","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,14,0,3
"1714","K.Rudolph","NYG","2021_05_NYG_DAL",NA,NA,NA,NA,NA,NA,14,0,1
"1715","M.Alie-Cox","IND","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,14,0,2
"1716","M.Callaway","NO","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,14,0,1
"1717","M.Pruitt","TEN","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,14,0,1
"1718","M.Pruitt","TEN","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,14,1,1
"1719","M.Taylor","GB","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,14,0,2
"1720","M.Williams","ARI","2021_05_SF_ARI",NA,NA,NA,NA,NA,NA,14,0,1
"1721","R.Anderson","CAR","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,14,0,3
"1722","T.Higbee","LA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,14,1,2
"1723","T.Homer","SEA","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,14,0,2
"1724","T.Hudson","TEN","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,14,0,1
"1725","T.Hudson","TEN","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,14,0,1
"1726","T.Marshall","CAR","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,14,0,2
"1727","T.Williams","DET","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,14,0,2
"1728","V.Jefferson","LA","2021_02_LA_IND",NA,NA,NA,NA,NA,NA,14,0,1
"1729","W.Snead","LV","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,14,0,1
"1730","Z.Pascal","IND","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,14,0,3
"1731","A.Dulin","IND","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,13,0,2
"1732","A.Green","ARI","2021_05_SF_ARI",NA,NA,NA,NA,NA,NA,13,0,1
"1733","C.Batson","TEN","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,13,0,1
"1734","C.Conley","HOU","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,13,0,1
"1735","C.Lamb","DAL","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,13,0,2
"1736","D.Carrier","LV","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,13,0,2
"1737","D.Felton","CLE","2021_03_CHI_CLE",NA,NA,NA,NA,NA,NA,13,0,2
"1738","D.Westbrook","MIN","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,13,0,2
"1739","J.Akins","HOU","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,13,0,2
"1740","J.Oliver","BAL","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,13,0,2
"1741","J.Ross","NYG","2021_05_NYG_DAL",NA,NA,NA,NA,NA,NA,13,0,1
"1742","J.Smith","NYJ","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,13,0,1
"1743","K.Hinton","DEN","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,13,0,1
"1744","K.Hodge","DET","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,13,0,1
"1745","L.Farrell","JAX","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,13,0,1
"1746","M.Hollins","MIA","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,13,1,2
"1747","O.Zaccheaus","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,13,0,1
"1748","Z.Gentry","PIT","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,13,0,1
"1749","B.Pringle","KC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,12,0,2
"1750","C.Blake","ATL","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,12,0,2
"1751","C.Brate","TB","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,12,0,1
"1752","D.Felton","CLE","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,12,0,2
"1753","G.Bernard","TB","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,12,0,2
"1754","J.Palmer","LAC","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,12,0,2
"1755","M.Goodwin","CHI","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,12,0,1
"1756","P.Hart","SEA","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,12,0,1
"1757","Q.Cephus","DET","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,12,1,3
"1758","T.Benson","DET","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,12,0,2
"1759","T.Kroft","NYJ","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,12,0,2
"1760","T.Lockett","SEA","2021_07_NO_SEA",NA,NA,NA,NA,NA,NA,12,0,2
"1761","T.Tremble","CAR","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,12,1,2
"1762","T.Tremble","CAR","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,12,0,2
"1763","A.Auclair","HOU","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,11,1,1
"1764","A.Firkser","TEN","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,11,0,1
"1765","A.Hooper","CLE","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,11,0,1
"1766","A.Okwuegbunam","DEN","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,11,0,1
"1767","A.Wilson","MIA","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,11,0,1
"1768","B.Pringle","KC","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,11,1,2
"1769","C.Kmet","CHI","2021_03_CHI_CLE",NA,NA,NA,NA,NA,NA,11,0,1
"1770","C.Manhertz","JAX","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,11,0,1
"1771","D.Westbrook","MIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,11,0,1
"1772","F.Moreau","LV","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,11,0,1
"1773","G.Nabers","LAC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,11,0,2
"1774","J.Fortson","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,11,0,1
"1775","J.Gordon","KC","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,11,0,1
"1776","J.Graham","CHI","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,11,0,1
"1777","J.Smith-Schuster","PIT","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,11,0,2
"1778","M.Burton","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,11,0,1
"1779","M.Williams","LAC","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,11,0,1
"1780","O.Howard","TB","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,11,0,1
"1781","P.Brown","HOU","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,11,0,3
"1782","P.Freiermuth","PIT","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,11,0,1
"1783","R.Anderson","CAR","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,11,1,3
"1784","S.Miller","TB","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,11,0,2
"1785","T.Hill","NO","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,11,0,1
"1786","T.Smith","NO","2021_07_NO_SEA",NA,NA,NA,NA,NA,NA,11,0,1
"1787","A.Dulin","IND","2021_02_LA_IND",NA,NA,NA,NA,NA,NA,10,0,1
"1788","A.Humphries","WAS","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,10,0,2
"1789","C.Conley","HOU","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,10,0,1
"1790","C.Hogan","NO","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,10,1,1
"1791","D.Byrd","CHI","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,10,0,1
"1792","D.Parham","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,10,0,2
"1793","E.Ebron","PIT","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,10,0,2
"1794","G.Swaim","TEN","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,10,0,2
"1795","I.Ford","MIA","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,10,1,1
"1796","J.Doyle","IND","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,10,0,1
"1797","J.McNichols","TEN","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,10,0,1
"1798","J.Washington","PIT","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,10,0,2
"1799","M.Goodwin","CHI","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,10,0,1
"1800","M.Hollins","MIA","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,10,0,1
"1801","N.Harry","NE","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,10,0,1
"1802","N.Westbrook-Ikhine","TEN","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,10,0,1
"1803","R.Griffin","NYJ","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,10,0,2
"1804","R.Tonyan","GB","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,10,0,2
"1805","T.Hockenson","DET","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,10,0,2
"1806","Z.Gentry","PIT","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,10,0,1
"1807","A.Firkser","TEN","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,9,0,1
"1808","C.Ham","MIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,9,0,2
"1809","D.Amendola","HOU","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,9,0,1
"1810","D.Mooney","CHI","2021_03_CHI_CLE",NA,NA,NA,NA,NA,NA,9,0,1
"1811","D.Robinson","KC","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,9,0,1
"1812","D.Sample","CIN","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,9,0,2
"1813","D.Smythe","MIA","2021_01_MIA_NE",NA,NA,NA,NA,NA,NA,9,0,1
"1814","F.Swain","SEA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,9,0,1
"1815","J.Landry","CLE","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,9,0,1
"1816","J.Mundt","LA","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,9,0,1
"1817","J.Oliver","BAL","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,9,0,1
"1818","J.Smith","NE","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,9,0,1
"1819","J.Washington","PIT","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,9,0,1
"1820","K.Hodge","DET","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,9,0,1
"1821","K.Hodge","DET","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,9,0,2
"1822","K.Smith","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,9,0,1
"1823","L.Smith","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,9,0,1
"1824","N.Brown","DAL","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,9,0,1
"1825","N.Harry","NE","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,9,0,1
"1826","O.Howard","TB","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,9,0,1
"1827","P.Campbell","IND","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,9,0,2
"1828","S.Anderson","LAC","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,9,0,2
"1829","T.Marshall","CAR","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,9,0,1
"1830","T.Sherfield","SF","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,9,0,1
"1831","T.Sherfield","SF","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,9,0,1
"1832","C.Blake","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,8,0,1
"1833","C.Brate","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,8,0,1
"1834","C.Carter","MIA","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,8,0,1
"1835","C.Carter","MIA","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,8,0,1
"1836","C.Davis","NYJ","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,8,0,2
"1837","D.Robinson","KC","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,8,0,1
"1838","D.Slayton","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,8,0,1
"1839","E.Ebron","PIT","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,8,0,2
"1840","F.Moreau","LV","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,8,1,1
"1841","G.Swaim","TEN","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,8,0,1
"1842","G.Swaim","TEN","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,8,0,1
"1843","J.Johnson","NO","2021_07_NO_SEA",NA,NA,NA,NA,NA,NA,8,0,1
"1844","J.McKinnon","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,8,0,2
"1845","J.Palmer","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,8,0,1
"1846","J.Reynolds","TEN","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,8,0,1
"1847","K.Rudolph","NYG","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,8,0,2
"1848","K.Rudolph","NYG","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,8,0,1
"1849","K.Rudolph","NYG","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,8,0,2
"1850","M.Callaway","NO","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,8,0,2
"1851","M.Goodwin","CHI","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,8,0,1
"1852","M.Kemp","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,8,0,1
"1853","P.Brown","HOU","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,8,0,2
"1854","Q.Cephus","DET","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,8,0,1
"1855","R.Anderson","CAR","2021_03_CAR_HOU",NA,NA,NA,NA,NA,NA,8,0,1
"1856","R.Griffin","NYJ","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,8,0,1
"1857","R.Tonyan","GB","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,8,0,2
"1858","R.Tonyan","GB","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,8,0,2
"1859","R.Tonyan","GB","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,8,0,1
"1860","T.Austin","JAX","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,8,0,1
"1861","T.Higbee","LA","2021_02_LA_IND",NA,NA,NA,NA,NA,NA,8,0,1
"1862","T.Kroft","NYJ","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,8,0,1
"1863","T.Sharpe","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,8,0,1
"1864","W.Dissly","SEA","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,8,1,2
"1865","A.Dulin","IND","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,7,0,1
"1866","A.Humphries","WAS","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,7,0,1
"1867","A.Tate","CIN","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,7,1,1
"1868","C.Board","NYG","2021_05_NYG_DAL",NA,NA,NA,NA,NA,NA,7,0,2
"1869","C.Johnson","NYG","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,7,0,1
"1870","C.Manhertz","JAX","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,7,0,1
"1871","C.Rogers","TEN","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,7,0,1
"1872","D.Gore","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,7,0,1
"1873","D.Robinson","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,7,0,1
"1874","E.Saubert","DEN","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,7,0,1
"1875","E.Saubert","DEN","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,7,0,1
"1876","I.Thomas","CAR","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,7,0,1
"1877","J.Bates","WAS","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,7,0,1
"1878","J.Fortson","KC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,7,1,2
"1879","J.Jackson","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,7,0,1
"1880","K.Juszczyk","SF","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,7,0,1
"1881","L.Farrell","JAX","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,7,0,1
"1882","L.Smith","ATL","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,7,1,3
"1883","L.Smith","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,7,0,1
"1884","M.Lewis","GB","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,7,0,1
"1885","M.Pruitt","TEN","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,7,0,1
"1886","M.Sanu","SF","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,7,0,1
"1887","N.Collins","HOU","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,7,0,1
"1888","P.Freiermuth","PIT","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,7,0,2
"1889","P.Hart","SEA","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,7,0,1
"1890","T.Boyd","CIN","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,7,0,1
"1891","Z.Ertz","PHI","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,7,0,1
"1892","A.Hooker","TEN","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,6,0,1
"1893","A.Lazard","GB","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,6,0,2
"1894","A.Okwuegbunam","DEN","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,6,0,1
"1895","B.Aiyuk","SF","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,6,0,1
"1896","B.Bell","KC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,6,0,1
"1897","B.Berrios","NYJ","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,6,0,1
"1898","B.Pringle","KC","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,6,0,1
"1899","C.Board","NYG","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,6,0,1
"1900","C.Kmet","CHI","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,6,0,1
"1901","C.Rogers","TEN","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,6,1,1
"1902","D.Arnold","CAR","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,6,0,2
"1903","D.Duvernay","BAL","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,6,0,1
"1904","D.Fells","DET","2021_07_DET_LA",NA,NA,NA,NA,NA,NA,6,0,1
"1905","D.Jackson","LA","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,6,0,1
"1906","D.Jackson","LA","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,6,0,1
"1907","D.Milne","WAS","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,6,0,1
"1908","D.Mims","NYJ","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,6,0,1
"1909","D.Njoku","CLE","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,6,0,1
"1910","D.Smythe","MIA","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,6,0,2
"1911","G.Brightwell","NYG","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,6,0,1
"1912","G.Nabers","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,6,0,1
"1913","H.Hurst","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,6,0,1
"1914","J.Oliver","BAL","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,6,0,1
"1915","J.Stanton","CLE","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,6,0,1
"1916","K.Cole","NYJ","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,6,0,1
"1917","K.Smith","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,6,0,1
"1918","L.Farrell","JAX","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,6,0,1
"1919","M.Boykin","BAL","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,6,0,1
"1920","N.Westbrook-Ikhine","TEN","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,6,0,1
"1921","P.Brown","HOU","2021_04_HOU_BUF",NA,NA,NA,NA,NA,NA,6,0,1
"1922","R.Burkhead","HOU","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,6,0,1
"1923","R.Tonyan","GB","2021_03_GB_SF",NA,NA,NA,NA,NA,NA,6,0,1
"1924","T.Johnson","JAX","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,6,0,1
"1925","T.Sharpe","ATL","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,6,0,1
"1926","W.Fuller","MIA","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,6,0,1
"1927","Z.Ertz","PHI","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,6,0,1
"1928","Z.Jones","LV","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,6,0,1
"1929","B.Scott","PHI","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,5,0,2
"1930","C.Beasley","BUF","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,5,0,1
"1931","C.Kirk","ARI","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,5,0,1
"1932","G.Bernard","TB","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,5,0,2
"1933","J.Hollister","JAX","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,5,0,1
"1934","J.Reagor","PHI","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,5,0,2
"1935","K.Coutee","IND","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,5,0,1
"1936","K.Hamler","DEN","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,5,0,1
"1937","K.Hill","GB","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,5,0,1
"1938","M.Thomas","CIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,5,0,1
"1939","N.Gray","KC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,5,0,1
"1940","P.Williams","MIA","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,5,0,1
"1941","R.Burkhead","HOU","2021_03_CAR_HOU",NA,NA,NA,NA,NA,NA,5,0,1
"1942","R.Dwelley","SF","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,5,0,1
"1943","R.Griffin","NYJ","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,5,0,1
"1944","T.Johnson","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,5,0,1
"1945","T.Montgomery","NO","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,5,0,1
"1946","W.Dissly","SEA","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,5,0,2
"1947","Z.Jones","LV","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,5,0,1
"1948","A.Hooper","CLE","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,4,0,1
"1949","B.Bell","KC","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,4,0,1
"1950","B.Edwards","LV","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,4,0,1
"1951","C.Hubbard","CAR","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,4,0,2
"1952","C.Uzomah","CIN","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,4,0,2
"1953","C.Woerner","SF","2021_05_SF_ARI",NA,NA,NA,NA,NA,NA,4,0,1
"1954","D.Peoples-Jones","CLE","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,4,0,1
"1955","G.Bernard","TB","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,4,0,2
"1956","J.Cabinda","DET","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,4,0,1
"1957","J.Deguara","GB","2021_03_GB_SF",NA,NA,NA,NA,NA,NA,4,0,1
"1958","J.Deguara","GB","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,4,0,1
"1959","J.Doyle","IND","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,4,0,1
"1960","J.Richard","LV","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,4,0,1
"1961","J.Smith","NE","2021_03_NO_NE",NA,NA,NA,NA,NA,NA,4,1,1
"1962","N.Gray","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,4,0,1
"1963","P.Ricard","BAL","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,4,0,1
"1964","R.Griffin","NYJ","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,4,0,1
"1965","R.Nall","CHI","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,4,0,1
"1966","A.Miller","HOU","2021_04_HOU_BUF",NA,NA,NA,NA,NA,NA,3,0,1
"1967","A.Trautman","NO","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,3,0,1
"1968","D.Watt","PIT","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,3,0,1
"1969","E.Saubert","DEN","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,3,0,1
"1970","G.Everett","SEA","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,3,0,1
"1971","H.Bryant","CLE","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,3,0,1
"1972","I.Ford","MIA","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,3,0,1
