"","player","tm","game_id","pa.yds","pa.tds","pa.int","ru.yds","ru.tds","ru.lst","re.yds","re.tds","re.cat"
"1159","T.Higgins","CIN","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,62,0,7
"1160","T.McLaurin","WAS","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,62,0,4
"1161","T.McLaurin","WAS","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,62,0,4
"1162","C.Ridley","ATL","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,61,0,8
"1163","D.Smith","PHI","2021_07_PHI_LV",NA,NA,NA,NA,NA,NA,61,0,5
"1164","J.Crowder","NYJ","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,61,1,7
"1165","J.Waddle","MIA","2021_01_MIA_NE",NA,NA,NA,NA,NA,NA,61,1,4
"1166","M.Hollins","MIA","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,61,0,4
"1167","A.Cooper","DAL","2021_05_NYG_DAL",NA,NA,NA,NA,NA,NA,60,1,3
"1168","A.Lazard","GB","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,60,1,5
"1169","C.Beasley","BUF","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,60,0,8
"1170","D.Metcalf","SEA","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,60,1,4
"1171","F.Moreau","LV","2021_07_PHI_LV",NA,NA,NA,NA,NA,NA,60,1,6
"1172","H.Ruggs","LV","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,60,0,3
"1173","S.Diggs","BUF","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,60,1,4
"1174","T.Higgins","CIN","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,60,1,6
"1175","Z.Ertz","PHI","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,60,0,6
"1176","D.Smythe","MIA","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,59,0,5
"1177","D.Waller","LV","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,59,0,5
"1178","J.Jones","TEN","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,59,0,3
"1179","J.Reynolds","TEN","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,59,0,6
"1180","M.Pittman","IND","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,59,0,6
"1181","M.Valdes-Scantling","GB","2021_03_GB_SF",NA,NA,NA,NA,NA,NA,59,1,3
"1182","D.Metcalf","SEA","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,58,0,6
"1183","D.Schultz","DAL","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,58,1,6
"1184","H.Renfrow","LV","2021_07_PHI_LV",NA,NA,NA,NA,NA,NA,58,0,7
"1185","J.Waddle","MIA","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,58,0,12
"1186","K.Bourne","NE","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,58,0,5
"1187","L.Shenault","JAX","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,58,0,1
"1188","P.Freiermuth","PIT","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,58,0,7
"1189","R.Seals-Jones","WAS","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,58,1,4
"1190","T.Higgins","CIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,58,1,4
"1191","H.Renfrow","LV","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,57,0,5
"1192","M.Andrews","BAL","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,57,0,5
"1193","M.Gesicki","MIA","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,57,1,5
"1194","R.Anderson","CAR","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,57,1,1
"1195","T.Kelce","KC","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,57,1,6
"1196","T.Lockett","SEA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,57,0,5
"1197","D.Adams","GB","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,56,0,5
"1198","D.Goedert","PHI","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,56,1,5
"1199","H.Renfrow","LV","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,56,0,6
"1200","J.Cook","LAC","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,56,0,5
"1201","J.Meyers","NE","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,56,0,4
"1202","P.Campbell","IND","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,56,0,4
"1203","A.Cooper","DAL","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,55,0,5
"1204","B.Pringle","KC","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,55,0,3
"1205","C.Godwin","TB","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,55,0,3
"1206","D.Arnold","CAR","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,55,0,3
"1207","D.Hopkins","ARI","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,55,2,3
"1208","E.Engram","NYG","2021_05_NYG_DAL",NA,NA,NA,NA,NA,NA,55,0,4
"1209","M.Hardman","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,55,0,5
"1210","M.Jones","JAX","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,55,1,6
"1211","R.Gronkowski","TB","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,55,0,4
"1212","D.Hopkins","ARI","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,54,1,4
"1213","D.Slayton","NYG","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,54,1,3
"1214","D.Waller","LV","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,54,0,5
"1215","E.Sanders","BUF","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,54,2,3
"1216","G.Everett","SEA","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,54,0,5
"1217","J.Chase","CIN","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,54,1,2
"1218","L.Shenault","JAX","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,54,0,6
"1219","T.Austin","JAX","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,54,0,5
"1220","A.Robinson","CHI","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,53,0,4
"1221","D.Hopkins","ARI","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,53,1,7
"1222","D.Metcalf","SEA","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,53,0,6
"1223","J.Reagor","PHI","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,53,0,5
"1224","M.Brown","BAL","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,53,0,3
"1225","N.Westbrook-Ikhine","TEN","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,53,1,4
"1226","T.Sharpe","ATL","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,53,0,4
"1227","Z.Ertz","PHI","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,53,1,4
"1228","D.Harris","NO","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,52,0,5
"1229","E.Sanders","BUF","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,52,0,4
"1230","J.Smith-Schuster","PIT","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,52,0,4
"1231","M.Johnson","TEN","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,52,0,3
"1232","R.Tonyan","GB","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,52,1,3
"1233","B.Berrios","NYJ","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,51,0,5
"1234","C.Johnson","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,51,0,5
"1235","C.Ridley","ATL","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,51,0,5
"1236","D.Felton","CLE","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,51,1,2
"1237","G.Bernard","TB","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,51,1,9
"1238","H.Ruggs","LV","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,51,0,3
"1239","N.Agholor","NE","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,51,1,2
"1240","P.Campbell","IND","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,51,1,1
"1241","R.Seals-Jones","WAS","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,51,0,6
"1242","A.Thielen","MIN","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,50,1,6
"1243","C.Kirk","ARI","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,50,1,4
"1244","D.Waller","LV","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,50,1,4
"1245","K.Allen","LAC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,50,1,8
"1246","K.Allen","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,50,0,5
"1247","K.Pitts","ATL","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,50,0,4
"1248","M.Alie-Cox","IND","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,50,0,3
"1249","A.Brown","TEN","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,49,1,4
"1250","D.Chark","JAX","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,49,1,3
"1251","D.Knox","BUF","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,49,1,4
"1252","H.Bryant","CLE","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,49,0,4
"1253","J.Guyton","LAC","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,49,0,3
"1254","J.Reagor","PHI","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,49,1,6
"1255","O.Howard","TB","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,49,1,6
"1256","S.Watkins","BAL","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,49,0,4
"1257","D.Pettis","NYG","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,48,0,5
"1258","E.Sanders","BUF","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,48,0,2
"1259","J.O'Shaughnessy","JAX","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,48,0,6
"1260","J.Waddle","MIA","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,48,0,6
"1261","L.Shenault","JAX","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,48,0,4
"1262","M.Andrews","BAL","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,48,0,3
"1263","Q.Watkins","PHI","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,48,0,3
"1264","R.Smith","CAR","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,48,0,5
"1265","R.Woods","LA","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,48,1,4
"1266","T.Hockenson","DET","2021_07_DET_LA",NA,NA,NA,NA,NA,NA,48,0,6
"1267","T.Homer","SEA","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,48,0,3
"1268","T.Marshall","CAR","2021_03_CAR_HOU",NA,NA,NA,NA,NA,NA,48,0,4
"1269","Z.Pascal","IND","2021_02_LA_IND",NA,NA,NA,NA,NA,NA,48,1,5
"1270","Z.Pascal","IND","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,48,0,3
"1271","B.Cooks","HOU","2021_04_HOU_BUF",NA,NA,NA,NA,NA,NA,47,0,5
"1272","C.Davis","NYJ","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,47,1,4
"1273","C.Sutton","DEN","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,47,0,3
"1274","E.Moore","NYJ","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,47,0,4
"1275","J.Jones","TEN","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,47,0,3
"1276","N.Brown","DAL","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,47,0,2
"1277","A.Thielen","MIN","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,46,0,3
"1278","D.Robinson","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,46,1,3
"1279","D.Robinson","KC","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,46,1,3
"1280","H.Ruggs","LV","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,46,0,2
"1281","K.Raymond","DET","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,46,2,3
"1282","N.Fant","DEN","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,46,1,6
"1283","Q.Watkins","PHI","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,46,0,2
"1284","T.Higbee","LA","2021_07_DET_LA",NA,NA,NA,NA,NA,NA,46,0,5
"1285","T.McLaurin","WAS","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,46,0,4
"1286","Z.Jones","LV","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,46,1,2
"1287","C.Davis","NYJ","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,45,0,4
"1288","D.Duvernay","BAL","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,45,0,4
"1289","D.Mooney","CHI","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,45,1,5
"1290","D.Schultz","DAL","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,45,0,6
"1291","D.Waller","LV","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,45,0,4
"1292","H.Renfrow","LV","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,45,1,6
"1293","L.Thomas","WAS","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,45,0,5
"1294","A.Green","ARI","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,44,1,3
"1295","A.Humphries","WAS","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,44,0,7
"1296","B.Zylstra","CAR","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,44,1,3
"1297","E.Engram","NYG","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,44,0,6
"1298","J.Meyers","NE","2021_01_MIA_NE",NA,NA,NA,NA,NA,NA,44,0,6
"1299","J.Meyers","NE","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,44,0,5
"1300","J.Meyers","NE","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,44,0,5
"1301","N.Collins","HOU","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,44,0,4
"1302","Q.Watkins","PHI","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,44,0,3
"1303","S.Watkins","BAL","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,44,1,4
"1304","T.Higgins","CIN","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,44,0,3
"1305","Z.Pascal","IND","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,44,0,4
"1306","A.Brown","TEN","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,43,0,3
"1307","A.Trautman","NO","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,43,0,2
"1308","B.Edwards","LV","2021_07_PHI_LV",NA,NA,NA,NA,NA,NA,43,1,3
"1309","C.Godwin","TB","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,43,0,5
"1310","C.Kmet","CHI","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,43,0,5
"1311","M.Gesicki","MIA","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,43,0,4
"1312","M.Pruitt","TEN","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,43,0,3
"1313","V.Jefferson","LA","2021_07_DET_LA",NA,NA,NA,NA,NA,NA,43,1,4
"1314","Z.Jones","LV","2021_07_PHI_LV",NA,NA,NA,NA,NA,NA,43,0,1
"1315","Z.Pascal","IND","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,43,2,4
"1316","A.Hooper","CLE","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,42,0,2
"1317","A.Lazard","GB","2021_03_GB_SF",NA,NA,NA,NA,NA,NA,42,0,1
"1318","C.Kmet","CHI","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,42,0,5
"1319","C.Wilson","DAL","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,42,0,4
"1320","D.Goedert","PHI","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,42,1,4
"1321","D.Parker","MIA","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,42,0,5
"1322","D.Parker","MIA","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,42,0,4
"1323","H.Henry","NE","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,42,0,2
"1324","L.Thomas","WAS","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,42,1,4
"1325","M.Alie-Cox","IND","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,42,2,3
"1326","T.Hockenson","DET","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,42,0,4
"1327","T.Johnson","TB","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,42,0,3
"1328","T.Patrick","DEN","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,42,1,3
"1329","V.Jefferson","LA","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,42,0,4
"1330","C.Davis","NYJ","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,41,0,5
"1331","D.Knox","BUF","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,41,0,4
"1332","I.Thomas","CAR","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,41,0,1
"1333","J.Akins","HOU","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,41,0,4
"1334","K.Hamler","DEN","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,41,0,3
"1335","K.Juszczyk","SF","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,41,0,4
"1336","M.Callaway","NO","2021_03_NO_NE",NA,NA,NA,NA,NA,NA,41,1,4
"1337","M.Gesicki","MIA","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,41,0,3
"1338","R.Seals-Jones","WAS","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,41,0,5
"1339","T.Conklin","MIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,41,0,4
"1340","A.Hooper","CLE","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,40,0,5
"1341","A.Thielen","MIN","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,40,0,2
"1342","B.Edwards","LV","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,40,0,3
"1343","D.Mims","NYJ","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,40,0,1
"1344","G.Davis","BUF","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,40,1,2
"1345","G.Everett","SEA","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,40,0,2
"1346","G.Kittle","SF","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,40,0,4
"1347","H.Hurst","ATL","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,40,1,4
"1348","I.Thomas","CAR","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,40,0,4
"1349","T.Higbee","LA","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,40,1,5
"1350","A.Thielen","MIN","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,39,1,6
"1351","D.Mooney","CHI","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,39,0,2
"1352","D.Peoples-Jones","CLE","2021_03_CHI_CLE",NA,NA,NA,NA,NA,NA,39,0,2
"1353","N.Fant","DEN","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,39,0,5
"1354","R.Gronkowski","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,39,2,4
"1355","T.Boyd","CIN","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,39,0,4
"1356","T.Patrick","DEN","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,39,1,4
"1357","T.Patrick","DEN","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,39,0,3
"1358","W.Dissly","SEA","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,39,0,1
"1359","A.Brown","TEN","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,38,0,3
"1360","C.Board","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,38,0,1
"1361","J.Jones","TEN","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,38,0,2
"1362","J.Meyers","NE","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,38,0,4
"1363","K.Cole","NYJ","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,38,0,2
"1364","K.Golladay","NYG","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,38,0,3
"1365","Q.Cephus","DET","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,38,0,3
"1366","R.Anderson","CAR","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,38,0,3
"1367","B.Jarwin","DAL","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,37,0,3
"1368","C.Sutton","DEN","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,37,0,5
"1369","D.Knox","BUF","2021_04_HOU_BUF",NA,NA,NA,NA,NA,NA,37,2,5
"1370","D.Smythe","MIA","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,37,0,3
"1371","J.Landry","CLE","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,37,0,5
"1372","K.Hinton","DEN","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,37,0,5
"1373","K.Raymond","DET","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,37,0,6
"1374","Q.Watkins","PHI","2021_07_PHI_LV",NA,NA,NA,NA,NA,NA,37,0,2
"1375","T.Patrick","DEN","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,37,1,3
"1376","W.Dissly","SEA","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,37,0,3
"1377","A.Humphries","WAS","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,36,0,3
"1378","A.Trautman","NO","2021_07_NO_SEA",NA,NA,NA,NA,NA,NA,36,0,3
"1379","C.Beasley","BUF","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,36,0,4
"1380","D.Johnson","PIT","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,36,1,5
"1381","H.Henry","NE","2021_03_NO_NE",NA,NA,NA,NA,NA,NA,36,0,5
"1382","H.Renfrow","LV","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,36,0,3
"1383","K.Allen","LAC","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,36,0,7
"1384","K.Toney","NYG","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,36,0,3
"1385","M.Gallup","DAL","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,36,0,4
"1386","M.Sanu","SF","2021_03_GB_SF",NA,NA,NA,NA,NA,NA,36,0,3
"1387","N.Brown","DAL","2021_05_NYG_DAL",NA,NA,NA,NA,NA,NA,36,0,3
"1388","P.Freiermuth","PIT","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,36,0,4
"1389","T.Boyd","CIN","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,36,1,4
"1390","T.Higbee","LA","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,36,0,4
"1391","T.Higbee","LA","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,36,0,5
"1392","A.Roberts","HOU","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,35,0,1
"1393","A.Robinson","CHI","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,35,0,6
"1394","C.Brate","TB","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,35,0,4
"1395","C.Uzomah","CIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,35,0,2
"1396","D.Fells","DET","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,35,0,2
"1397","D.Mooney","CHI","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,35,0,3
"1398","H.Hurst","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,35,0,3
"1399","J.Guyton","LAC","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,35,0,2
"1400","J.Smith","NYJ","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,35,0,1
"1401","K.Pitts","ATL","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,35,0,2
"1402","M.Brown","BAL","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,35,0,4
"1403","M.Sanu","SF","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,35,0,4
"1404","S.Watkins","BAL","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,35,0,2
"1405","T.Lockett","SEA","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,35,0,2
"1406","D.Amendola","HOU","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,34,1,5
"1407","D.Brown","WAS","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,34,0,3
"1408","F.Moreau","LV","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,34,1,2
"1409","J.Crowder","NYJ","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,34,0,4
"1410","M.Lewis","GB","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,34,0,2
"1411","S.Anderson","LAC","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,34,0,1
"1412","Z.Ertz","PHI","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,34,0,2
"1413","A.Firkser","TEN","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,33,0,3
"1414","A.Lazard","GB","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,33,0,2
"1415","D.Mims","NYJ","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,33,0,2
"1416","J.Waddle","MIA","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,33,0,3
"1417","N.Fant","DEN","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,33,1,4
"1418","Q.Watkins","PHI","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,33,0,3
"1419","R.McCloud","PIT","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,33,0,3
"1420","A.Robinson","CHI","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,32,0,4
"1421","B.Aiyuk","SF","2021_05_SF_ARI",NA,NA,NA,NA,NA,NA,32,0,2
"1422","B.Zylstra","CAR","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,32,0,3
"1423","H.Henry","NE","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,32,1,4
"1424","J.Akins","HOU","2021_03_CAR_HOU",NA,NA,NA,NA,NA,NA,32,0,4
"1425","J.Johnson","NE","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,32,0,2
"1426","M.Callaway","NO","2021_07_NO_SEA",NA,NA,NA,NA,NA,NA,32,0,3
"1427","N.Agholor","NE","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,32,0,3
"1428","N.Collins","HOU","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,32,0,1
"1429","O.Zaccheaus","ATL","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,32,1,3
